id	filename	md5	size	state
06991956-04f8-401f-81f9-d28ddbd6def6	06991956-04f8-401f-81f9-d28ddbd6def6/nationwidechildrens.org_clinical.TCGA-EE-A20I.xml	aa3ab4d71242dabbcc30c1949945a005	50466	validated
078b03fe-938c-4dbe-81ef-d9b9dc15e2ec	078b03fe-938c-4dbe-81ef-d9b9dc15e2ec/nationwidechildrens.org_clinical.TCGA-FR-A44A.xml	654a83d160090bf84de6545fef60197e	44579	validated
07902b2d-14cd-48d7-b745-25f171b9ce54	07902b2d-14cd-48d7-b745-25f171b9ce54/nationwidechildrens.org_clinical.TCGA-D3-A3C6.xml	009d1e92fce79f5c5719a13caaacaa4f	46006	validated
07930702-697c-4015-b6d7-945c269cb201	07930702-697c-4015-b6d7-945c269cb201/nationwidechildrens.org_clinical.TCGA-EE-A3AE.xml	cedee226de5e6d6e216e52aa7ccef37f	39724	validated
07f37b4f-151e-4622-85ce-f9e6277378f2	07f37b4f-151e-4622-85ce-f9e6277378f2/nationwidechildrens.org_clinical.TCGA-GN-A262.xml	32bae3774b5e79339067017e09432bba	62237	validated
07fe74a2-f4aa-4784-a799-d7f8af17039b	07fe74a2-f4aa-4784-a799-d7f8af17039b/nationwidechildrens.org_clinical.TCGA-ER-A2NE.xml	0e949c12e81f2c0cc28225c5518d3b07	30156	validated
08a66e52-6246-41d9-89dc-eed36d2f43a3	08a66e52-6246-41d9-89dc-eed36d2f43a3/nationwidechildrens.org_clinical.TCGA-D3-A51R.xml	3a11bb49393a1b9df89d7588ca04c770	42985	validated
08f170a0-3292-42bd-b637-d6c472354641	08f170a0-3292-42bd-b637-d6c472354641/nationwidechildrens.org_clinical.TCGA-EB-A97M.xml	85b304f82522ba15cb75937f4ebeca39	33836	validated
09fdce01-8d88-4d0c-b4a9-13fec87f2b11	09fdce01-8d88-4d0c-b4a9-13fec87f2b11/nationwidechildrens.org_clinical.TCGA-WE-A8ZQ.xml	c46766a74429c5ad15cb3c7eb34a5f69	58099	validated
0a27c58f-79ce-4bc4-a847-4097620347c0	0a27c58f-79ce-4bc4-a847-4097620347c0/nationwidechildrens.org_clinical.TCGA-ER-A42K.xml	b01360fdb476ab4324d8725ac9eee62a	33905	validated
0aa29487-2cd9-4605-a4ac-58af8e147cab	0aa29487-2cd9-4605-a4ac-58af8e147cab/nationwidechildrens.org_clinical.TCGA-EE-A2MT.xml	d0dc88213ca0d304dcef8062fbe6c307	38579	validated
0ae5e381-5ecb-4e67-8c7b-c1e1ba2c53ae	0ae5e381-5ecb-4e67-8c7b-c1e1ba2c53ae/nationwidechildrens.org_clinical.TCGA-DA-A960.xml	f37c46df409835b98f3f5dc70a0ac5c5	34053	validated
0b554e20-616e-4d99-a62a-b9b3f85aa9da	0b554e20-616e-4d99-a62a-b9b3f85aa9da/nationwidechildrens.org_clinical.TCGA-XV-AAZY.xml	ed930c4aac1bcc0a149bfd132709e49c	33759	validated
0bc46e5d-00dd-4eb7-929a-1c1de33abd56	0bc46e5d-00dd-4eb7-929a-1c1de33abd56/nationwidechildrens.org_clinical.TCGA-EE-A2M6.xml	e74feadfc8a7c25383d68c26a94c39ba	39427	validated
0c008157-6369-437d-84a7-e94024f460d9	0c008157-6369-437d-84a7-e94024f460d9/nationwidechildrens.org_clinical.TCGA-GN-A264.xml	76435734c7edea0cc8a4df966825b5b1	37083	validated
0c7b44dc-5022-4741-9fd4-6e26e96d3724	0c7b44dc-5022-4741-9fd4-6e26e96d3724/nationwidechildrens.org_clinical.TCGA-ER-A19O.xml	9c86c764986cf0a61b2b7919d5d13ff2	39909	validated
0c9bb7ee-dd18-4429-b5cd-26645cc07604	0c9bb7ee-dd18-4429-b5cd-26645cc07604/nationwidechildrens.org_omf.TCGA-D3-A3ML.xml	eb752b55be2d9091f6fad48611c01c1b	27787	validated
0deb4bfe-418c-45ea-9f53-1771a51f0cb9	0deb4bfe-418c-45ea-9f53-1771a51f0cb9/nationwidechildrens.org_clinical.TCGA-D9-A6E9.xml	8b192d526856066eeab0c0fbe4fe07fe	33951	validated
0e10801d-f0db-45df-b1f6-ca2f956d4e8c	0e10801d-f0db-45df-b1f6-ca2f956d4e8c/nationwidechildrens.org_clinical.TCGA-EE-A2MN.xml	6be19510fa22ef262a07ee5377aea869	105024	validated
0e13770d-2b79-4ae3-9eb1-ce82eed01369	0e13770d-2b79-4ae3-9eb1-ce82eed01369/nationwidechildrens.org_clinical.TCGA-DA-A1I4.xml	f1d9d6a4c43ad376e61a9af58af5dc12	38940	validated
0e33dabd-47f4-44da-9e94-5c94f2c6e2c2	0e33dabd-47f4-44da-9e94-5c94f2c6e2c2/nationwidechildrens.org_clinical.TCGA-EE-A3AB.xml	5763ced4abf5d2688d1eb66cb868eb06	38063	validated
0f94bd3a-cb71-4ae3-83b1-6ae8ea5ee1b7	0f94bd3a-cb71-4ae3-83b1-6ae8ea5ee1b7/nationwidechildrens.org_clinical.TCGA-DA-A3F8.xml	8abe1f0bb555c018c4026e969dcba867	50200	validated
11d71fd1-68ed-4b91-a473-5e9621dfd253	11d71fd1-68ed-4b91-a473-5e9621dfd253/nationwidechildrens.org_clinical.TCGA-BF-AAP6.xml	8506976885b7a7828f502d0030bb4d5b	33912	validated
127e5c89-3479-4465-8e3e-840ac8173bd5	127e5c89-3479-4465-8e3e-840ac8173bd5/nationwidechildrens.org_clinical.TCGA-FS-A1ZD.xml	ebdcaf3da0d73c3d9401ccf28a10d47a	25639	validated
128cec61-6540-45ee-a135-7fe0dfb2619f	128cec61-6540-45ee-a135-7fe0dfb2619f/nationwidechildrens.org_clinical.TCGA-D9-A4Z3.xml	861fdd2a5ebbfdbe3477f36bc4ec95c1	34191	validated
12b94a41-e630-4900-b192-3b818734d64c	12b94a41-e630-4900-b192-3b818734d64c/nationwidechildrens.org_clinical.TCGA-D3-A8GB.xml	2e9b1ff556796b166e466f9e61da7fec	39983	validated
131b314a-3843-4cc6-88f6-a5eba05b6374	131b314a-3843-4cc6-88f6-a5eba05b6374/nationwidechildrens.org_clinical.TCGA-DA-A95V.xml	6f6c4e0b4d39c6d05418eba1f21e0206	50203	validated
14862396-bd28-466a-a739-e90bc61a6440	14862396-bd28-466a-a739-e90bc61a6440/nationwidechildrens.org_clinical.TCGA-EE-A2A5.xml	fdec03155c37eb9931153960a8b9e655	74823	validated
152aa0d2-3d5d-4837-b431-1e16e6df0c6b	152aa0d2-3d5d-4837-b431-1e16e6df0c6b/nationwidechildrens.org_clinical.TCGA-D9-A3Z4.xml	3338056fa9e72b4380c2013c9aa70ad2	30418	validated
1552a6da-a812-48b2-b492-f2ac414f4c2c	1552a6da-a812-48b2-b492-f2ac414f4c2c/nationwidechildrens.org_clinical.TCGA-FR-A8YE.xml	aa866f05389074d8f0d08837a74ec64b	33879	validated
1615403c-411b-4dec-a5f1-ac04cdcd7f83	1615403c-411b-4dec-a5f1-ac04cdcd7f83/nationwidechildrens.org_clinical.TCGA-EE-A2GC.xml	1f0f044e63c49ea53c548f84bb1fdee2	33910	validated
169ebbc1-874b-44dc-95c7-84b054bf90ca	169ebbc1-874b-44dc-95c7-84b054bf90ca/nationwidechildrens.org_clinical.TCGA-EE-A29G.xml	fbad4690060fe0966209db618e5ba90a	69903	validated
17b20107-7955-4957-b935-c4dd4a245542	17b20107-7955-4957-b935-c4dd4a245542/nationwidechildrens.org_clinical.TCGA-EE-A29S.xml	f7b86f3705bd2ac2c54c7fa6ea21e714	62267	validated
17f0822b-7939-48d5-9ac7-e4aae8ced6a8	17f0822b-7939-48d5-9ac7-e4aae8ced6a8/nationwidechildrens.org_clinical.TCGA-D3-A3MO.xml	15c734311972b9e84607eff4369574ea	53788	validated
18014868-bdbf-4310-bac4-c615290c5390	18014868-bdbf-4310-bac4-c615290c5390/nationwidechildrens.org_clinical.TCGA-WE-A8ZO.xml	3910cee1422d36ae3e93a0f10954f5c4	47575	validated
181f9857-0041-4c0a-8b8d-ec12dc8f2c8b	181f9857-0041-4c0a-8b8d-ec12dc8f2c8b/nationwidechildrens.org_clinical.TCGA-BF-A9VF.xml	e6a0c3f71fee5a20abca5007ce87fe9f	33911	validated
18b98c0a-db5d-4a7e-8d7d-491051d2a586	18b98c0a-db5d-4a7e-8d7d-491051d2a586/nationwidechildrens.org_clinical.TCGA-YD-A89C.xml	30d4af483dcd7e58bf4c9d21f30876b1	33754	validated
18c50fc8-bb5f-4f2b-aba7-0063bca5bb41	18c50fc8-bb5f-4f2b-aba7-0063bca5bb41/nationwidechildrens.org_clinical.TCGA-EE-A2GT.xml	160592b8f32c7670fdd4eca7b416b804	34503	validated
18fa3cbc-944d-4996-b466-0eefec50bcc5	18fa3cbc-944d-4996-b466-0eefec50bcc5/nationwidechildrens.org_clinical.TCGA-HR-A5NC.xml	adc901529ffd3922819e502970f7ea54	34248	validated
194fef7a-d21d-4974-bb97-533b742a383f	194fef7a-d21d-4974-bb97-533b742a383f/nationwidechildrens.org_clinical.TCGA-ER-A19G.xml	4284cf5e4bac9da4575f5a4dc7f2b8a6	39964	validated
1a74dafc-ba1c-4ec6-ab04-c85f2e48eea3	1a74dafc-ba1c-4ec6-ab04-c85f2e48eea3/nationwidechildrens.org_clinical.TCGA-D3-A3CB.xml	fcccf09e856fed519058c2f212aace73	39736	validated
1ab11c31-1667-4fd2-a8c4-a9ade525c74b	1ab11c31-1667-4fd2-a8c4-a9ade525c74b/nationwidechildrens.org_clinical.TCGA-EB-A44P.xml	3c9b1c1a2d3ddf2885e063416fc98921	41873	validated
1ae8f995-3ec7-441d-8671-88a88a01de07	1ae8f995-3ec7-441d-8671-88a88a01de07/nationwidechildrens.org_clinical.TCGA-EB-A6R0.xml	318608dc28b363d50e9907efa5845295	47794	validated
1c8150b3-2f15-4a26-8765-21915b9681be	1c8150b3-2f15-4a26-8765-21915b9681be/nationwidechildrens.org_clinical.TCGA-D3-A8GD.xml	70838d9c09daf35e7ecb032a82b63c40	42431	validated
1caf677d-eb47-45c5-ae66-bb274d62bc3f	1caf677d-eb47-45c5-ae66-bb274d62bc3f/nationwidechildrens.org_clinical.TCGA-ER-A197.xml	e4408647d91079be52b0aae04e8726a7	25799	validated
1d70b615-0b1a-4566-b038-83edd2d853ef	1d70b615-0b1a-4566-b038-83edd2d853ef/nationwidechildrens.org_clinical.TCGA-EE-A29X.xml	affc4677299c8996d586a3b2495efe4b	52386	validated
1d76b2e3-9c19-480a-9bfc-56399d31eac3	1d76b2e3-9c19-480a-9bfc-56399d31eac3/nationwidechildrens.org_clinical.TCGA-YD-A9TA.xml	0069e97e398b8f8eb6f4ee97f59af518	33817	validated
1de04b14-e6b3-4702-9347-144c65091628	1de04b14-e6b3-4702-9347-144c65091628/nationwidechildrens.org_clinical.TCGA-EE-A2GE.xml	eb7f226c0e94844ccb2555ed27e6debe	51283	validated
1de32a98-678c-43ee-8f64-65b5d4e803b0	1de32a98-678c-43ee-8f64-65b5d4e803b0/nationwidechildrens.org_clinical.TCGA-EB-A57M.xml	859a4f1c3cd9235de3000e3aa7bd17ab	88643	validated
1e6f7d15-7d9d-4b4d-88f2-d19e8e60e8f5	1e6f7d15-7d9d-4b4d-88f2-d19e8e60e8f5/nationwidechildrens.org_clinical.TCGA-EB-A85J.xml	27f57a4467958ff55e04f7ac867c22fc	50516	validated
1f33a2cb-0757-4067-a72c-0c57b729dd2f	1f33a2cb-0757-4067-a72c-0c57b729dd2f/nationwidechildrens.org_clinical.TCGA-D3-A2JB.xml	4fcc5b8da346822385e1d4dc48f18bf4	37832	validated
1f6d75f6-c486-4766-8524-cb82398a06d6	1f6d75f6-c486-4766-8524-cb82398a06d6/nationwidechildrens.org_clinical.TCGA-D3-A1QB.xml	4cef4bd55f85f67dd68f41eb2db59863	45930	validated
1fc916fe-b57c-47eb-a95a-c954fe767bd4	1fc916fe-b57c-47eb-a95a-c954fe767bd4/nationwidechildrens.org_clinical.TCGA-D3-A2JE.xml	3cf15008fd5e20603dd72cd4c5e915ab	70200	validated
228e2f7a-8700-4a32-b49f-b1d7573d9c09	228e2f7a-8700-4a32-b49f-b1d7573d9c09/nationwidechildrens.org_clinical.TCGA-DA-A3F5.xml	7173a7eaefee8a040ad1c92ed7b4f764	62026	validated
22d8734f-2235-4c1d-9383-29cd143e837f	22d8734f-2235-4c1d-9383-29cd143e837f/nationwidechildrens.org_clinical.TCGA-EE-A2M5.xml	1c31034c87c65c15338fd56df6fd9f19	40339	validated
22f92b99-342d-4c28-9be1-80850c7565a3	22f92b99-342d-4c28-9be1-80850c7565a3/nationwidechildrens.org_clinical.TCGA-D3-A2JA.xml	6598e818b9d1ab134f34da6a8b2e27f2	39051	validated
233c8287-4603-4ac9-8330-301ac09fd8ce	233c8287-4603-4ac9-8330-301ac09fd8ce/nationwidechildrens.org_clinical.TCGA-ER-A19H.xml	9644eaf04a525fca4856472ba9429c04	37494	validated
238ca459-47ef-4dff-87ed-868a71f74083	238ca459-47ef-4dff-87ed-868a71f74083/nationwidechildrens.org_clinical.TCGA-EE-A3JA.xml	0b2380eb684bb771ffbf7a3dc2c153d3	46647	validated
23b300f5-a163-406b-bc0c-059ed99f7ec2	23b300f5-a163-406b-bc0c-059ed99f7ec2/nationwidechildrens.org_clinical.TCGA-FS-A4F8.xml	a1324028e3af9ac5252ee1141e666a88	25501	validated
23d33efe-ac6a-4f94-b65d-bf9fd6d41d3d	23d33efe-ac6a-4f94-b65d-bf9fd6d41d3d/nationwidechildrens.org_clinical.TCGA-WE-A8ZR.xml	e8b4d7e4a3dcabf2d60861c9a858698a	61276	validated
23dcc764-dbd7-40fb-92c0-150e51749568	23dcc764-dbd7-40fb-92c0-150e51749568/nationwidechildrens.org_clinical.TCGA-EE-A3JD.xml	7ebe31aba4f115a06a9cc4a844031ac6	29681	validated
2482b132-d705-418c-946c-51e6ca12d850	2482b132-d705-418c-946c-51e6ca12d850/nationwidechildrens.org_clinical.TCGA-Z2-AA3S.xml	5c8601d1e8f8813237fb258fb6d32113	47113	validated
24f792bf-0869-4d10-98e6-b0cacd3479c1	24f792bf-0869-4d10-98e6-b0cacd3479c1/nationwidechildrens.org_clinical.TCGA-ER-A198.xml	9be1ca2f8ef70b78f20b496773c78d21	32105	validated
2503e42a-fa03-4bab-9991-e90487200dee	2503e42a-fa03-4bab-9991-e90487200dee/nationwidechildrens.org_clinical.TCGA-ER-A42L.xml	d3fd8832dc8b42546bfd1723dcc1c003	34088	validated
259619ed-a749-44d8-a3d0-7da42297167d	259619ed-a749-44d8-a3d0-7da42297167d/nationwidechildrens.org_clinical.TCGA-FR-A7U8.xml	990b1b223439a37321af33c0f73348af	39944	validated
25caa07b-ff87-4672-94e1-e7acfd3135a0	25caa07b-ff87-4672-94e1-e7acfd3135a0/nationwidechildrens.org_clinical.TCGA-EB-A41B.xml	57ffddba0ed0cc5fe96e72db70dd6356	33886	validated
25fd8c20-0a3a-4828-955f-7fbc40d5ced6	25fd8c20-0a3a-4828-955f-7fbc40d5ced6/nationwidechildrens.org_clinical.TCGA-EB-A44O.xml	33b90a35158b09756305f57fc90cea66	34118	validated
26c68d27-23b4-4fed-a455-c6ebe64b5537	26c68d27-23b4-4fed-a455-c6ebe64b5537/nationwidechildrens.org_clinical.TCGA-GN-A267.xml	7b1f81514d9f6fdc4c5f01972bc2338b	60167	validated
26edb87c-ef91-4767-8048-c4098e57d145	26edb87c-ef91-4767-8048-c4098e57d145/nationwidechildrens.org_clinical.TCGA-EE-A2MI.xml	1fa128c1c4179fd64c26c9b6f846f43d	42789	validated
27a04639-d7a7-4721-92f1-dc688d649587	27a04639-d7a7-4721-92f1-dc688d649587/nationwidechildrens.org_clinical.TCGA-ER-A19N.xml	98922b14e6b31d7065db607ce3eeff31	44511	validated
290b50c5-495c-4c26-941c-99382413d2f4	290b50c5-495c-4c26-941c-99382413d2f4/nationwidechildrens.org_clinical.TCGA-EB-A3XC.xml	96e1808c5d1a57acf5028078876cc0ba	44074	validated
29ace0a4-e6b7-427d-a85c-8bcc53ed8dc0	29ace0a4-e6b7-427d-a85c-8bcc53ed8dc0/nationwidechildrens.org_clinical.TCGA-EE-A2M7.xml	040574e1f46062f875a8298d4d2cd17f	30605	validated
29bea983-e9d3-4209-9e04-80e956cd3358	29bea983-e9d3-4209-9e04-80e956cd3358/nationwidechildrens.org_clinical.TCGA-EB-A42Z.xml	6aa6a399080ad80e9c192bb6d237a5fc	37707	validated
29e49d75-e194-4957-9fd3-3ac6c308c3b2	29e49d75-e194-4957-9fd3-3ac6c308c3b2/nationwidechildrens.org_clinical.TCGA-D3-A8GI.xml	2fe9f9499f2c52da4cb5df1ae0354f24	46049	validated
2a22673d-f624-4370-8bde-c7ae647a75dc	2a22673d-f624-4370-8bde-c7ae647a75dc/nationwidechildrens.org_clinical.TCGA-FR-A728.xml	c37e98d2fb15629ff99d7fa6446b49d0	45948	validated
2a45267d-b18a-4a8c-a90b-2a3e4d4389b3	2a45267d-b18a-4a8c-a90b-2a3e4d4389b3/nationwidechildrens.org_clinical.TCGA-D3-A8GQ.xml	39bf56eb9af14321c6d38991b7b8ed1c	37943	validated
2a5c11f1-fb9a-4383-abcb-b8f7e91f8742	2a5c11f1-fb9a-4383-abcb-b8f7e91f8742/nationwidechildrens.org_clinical.TCGA-DA-A1I5.xml	fc6974f1299983afc2e59958248c740f	50250	validated
2a78886b-3ee5-4567-a9e4-70a03fc042bd	2a78886b-3ee5-4567-a9e4-70a03fc042bd/nationwidechildrens.org_clinical.TCGA-EE-A2GK.xml	23c229c3c8a4a8917c2bb8159fca9abc	38481	validated
2af57a02-e7ea-4af6-a488-de52d3fac3ae	2af57a02-e7ea-4af6-a488-de52d3fac3ae/nationwidechildrens.org_clinical.TCGA-BF-A5EO.xml	a4ad1e47bfa077a83d72858a77874feb	33906	validated
2bdd3ac1-d406-4619-99d8-b7370f870982	2bdd3ac1-d406-4619-99d8-b7370f870982/nationwidechildrens.org_clinical.TCGA-ER-A3EV.xml	0172e204d12038d9d6d04141c023d50f	52120	validated
2c0a4190-a7eb-4040-8909-88d13fd517f4	2c0a4190-a7eb-4040-8909-88d13fd517f4/nationwidechildrens.org_clinical.TCGA-EB-A4OY.xml	ec9a88da204ac60ae1da325915041e3f	53661	validated
2c608012-041a-4b5d-b5f4-c1249552b744	2c608012-041a-4b5d-b5f4-c1249552b744/nationwidechildrens.org_clinical.TCGA-D3-A3CF.xml	bf9a8cc5f868b0e55884d942a8f06a0e	34017	validated
2d15ed2c-2108-4644-b8c0-9f6a855e23b3	2d15ed2c-2108-4644-b8c0-9f6a855e23b3/nationwidechildrens.org_clinical.TCGA-XV-AB01.xml	224b4c7c65492cb2f60dd826161219ba	39491	validated
2f1d3122-0e1a-4b78-beb3-cc10663d8bd7	2f1d3122-0e1a-4b78-beb3-cc10663d8bd7/nationwidechildrens.org_clinical.TCGA-EE-A29E.xml	dca1e0614ab0d1b2975584b765ec743b	33903	validated
30253207-ccdb-45b4-a0ec-fc2cb56f50ac	30253207-ccdb-45b4-a0ec-fc2cb56f50ac/nationwidechildrens.org_clinical.TCGA-DA-A1IC.xml	75e6e1caa90ca82dc1024f1d20a13ce8	34218	validated
30278064-9ce8-45fb-8828-64102006e48e	30278064-9ce8-45fb-8828-64102006e48e/nationwidechildrens.org_clinical.TCGA-EE-A180.xml	b01b63dbeec7f8d14a0a0e2567cf27dd	47037	validated
305e969d-d883-48af-bec6-d0180d3b1bb3	305e969d-d883-48af-bec6-d0180d3b1bb3/nationwidechildrens.org_clinical.TCGA-D3-A5GS.xml	166fe3ee15c901d5736547e11a5fceee	34543	validated
321aabc6-1c6d-4b0e-856a-e230b98533ee	321aabc6-1c6d-4b0e-856a-e230b98533ee/nationwidechildrens.org_clinical.TCGA-EE-A3AC.xml	7954a0c8eb11e182ce6360b2785cfb47	41803	validated
3266cbdb-ed37-4cbc-83bb-b9383b0fc15a	3266cbdb-ed37-4cbc-83bb-b9383b0fc15a/nationwidechildrens.org_clinical.TCGA-FS-A1ZZ.xml	e4680ba415c3b72bf165da36e6c29422	25671	validated
32c050f9-2620-4c12-98eb-3f32f4aa1b23	32c050f9-2620-4c12-98eb-3f32f4aa1b23/nationwidechildrens.org_clinical.TCGA-WE-A8K1.xml	032a15cdc2932a3dbf26411d9047eb73	34012	validated
32f439cb-e093-4e17-b458-fefcf59f2849	32f439cb-e093-4e17-b458-fefcf59f2849/nationwidechildrens.org_clinical.TCGA-FR-A8YC.xml	4bc06d8d8874be9c3026a98e74a7f9ba	31583	validated
32ff2b7a-039f-4244-9265-6e7e27b68d87	32ff2b7a-039f-4244-9265-6e7e27b68d87/nationwidechildrens.org_clinical.TCGA-FS-A1Z7.xml	32ecd6d6b307f6f56a89fbed00b508ce	25724	validated
335b2c4a-68b0-4dfd-af9c-8f0fa9196b7a	335b2c4a-68b0-4dfd-af9c-8f0fa9196b7a/nationwidechildrens.org_clinical.TCGA-FS-A1ZK.xml	b9669612ee889cbfee4ddad8a662a521	25641	validated
33ddb718-46e6-4c46-ac2d-ab60b64df518	33ddb718-46e6-4c46-ac2d-ab60b64df518/nationwidechildrens.org_clinical.TCGA-D3-A3CC.xml	4968b4ba18925f63e632e3d9e7dde887	38767	validated
342850c4-9dc6-45ed-a26d-3b2bbe9b7962	342850c4-9dc6-45ed-a26d-3b2bbe9b7962/nationwidechildrens.org_clinical.TCGA-WE-A8JZ.xml	b05726713ed3c517e914640f1491b6bc	33612	validated
34b7b96f-1f5f-4d70-b7e3-18925b36f7a2	34b7b96f-1f5f-4d70-b7e3-18925b36f7a2/nationwidechildrens.org_clinical.TCGA-ER-A19M.xml	79e0f2b1464ad4517cd53caa7bc9e4d9	53556	validated
34f4d7e4-17a8-4e70-b0d0-9db0ed56c49f	34f4d7e4-17a8-4e70-b0d0-9db0ed56c49f/nationwidechildrens.org_clinical_omf_v4.0_skcm.txt	d4c6e3308e6036bea4e09b06d4099993	16039	validated
35f31e87-22c5-46f8-8fe1-01a06ab3c72a	35f31e87-22c5-46f8-8fe1-01a06ab3c72a/nationwidechildrens.org_clinical.TCGA-FS-A1ZN.xml	803c793dc8fdbc49334d5f549b580ff3	25674	validated
3643b125-605f-44a4-93af-ea321048f6a4	3643b125-605f-44a4-93af-ea321048f6a4/nationwidechildrens.org_clinical.TCGA-D3-A8GL.xml	590a5e5aa0bc97facddffe02d5d36cd3	43074	validated
3673c159-ffde-4f10-a1b1-fffaff6fca6d	3673c159-ffde-4f10-a1b1-fffaff6fca6d/nationwidechildrens.org_clinical.TCGA-EB-A5UN.xml	20f006b2c5ff44e8ab82f9b391b80e1f	42482	validated
3864cefe-69dc-4b9a-bdf4-4f4aa2726307	3864cefe-69dc-4b9a-bdf4-4f4aa2726307/nationwidechildrens.org_clinical.TCGA-EE-A17X.xml	aa2959b8eb33b6727e430d2381b5615d	25861	validated
389044b3-f18a-4904-b2c7-feccc2da95d3	389044b3-f18a-4904-b2c7-feccc2da95d3/nationwidechildrens.org_clinical.TCGA-EE-A2GD.xml	13628e5a5dbe11ec5811c2926ec7c602	62365	validated
3af53e78-4b0f-4dbc-8a68-95055d92756f	3af53e78-4b0f-4dbc-8a68-95055d92756f/nationwidechildrens.org_clinical.TCGA-EB-A3XE.xml	59ab3e0b7127e10c55b8ef7daafb327d	33775	validated
3af682ca-bcec-45ec-957d-7c483864ce6a	3af682ca-bcec-45ec-957d-7c483864ce6a/nationwidechildrens.org_clinical.TCGA-FR-A726.xml	b4795bb339974a2c2491f3d449ee4e61	34298	validated
3afd05d8-3808-4b9e-8329-b81c80eb82a1	3afd05d8-3808-4b9e-8329-b81c80eb82a1/nationwidechildrens.org_clinical.TCGA-D9-A4Z2.xml	10ca83c670eef220ee8fcb96e3a3c313	35368	validated
3b33aba0-8c2f-4048-a4a6-939bd3f56225	3b33aba0-8c2f-4048-a4a6-939bd3f56225/nationwidechildrens.org_clinical.TCGA-FS-A4FC.xml	b795450fd6dd004f7d30d0b95be9e162	33911	validated
3b76f17b-0e4d-4d5c-8777-7b0fb84dfcc8	3b76f17b-0e4d-4d5c-8777-7b0fb84dfcc8/nationwidechildrens.org_clinical.TCGA-XV-AAZW.xml	5ee8b53468afc5512d8866ff74a4d79d	33732	validated
3c120e13-a957-4162-b4c9-b552e041c89c	3c120e13-a957-4162-b4c9-b552e041c89c/nationwidechildrens.org_omf.TCGA-EE-A2MR.xml	66bffbbd73a25ea30e994f9423b20ca1	11100	validated
3ec2278e-5b12-4468-b5c6-7204f1c97808	3ec2278e-5b12-4468-b5c6-7204f1c97808/nationwidechildrens.org_clinical.TCGA-EB-A1NK.xml	21c466e2b9e4f7ad4b647cc56c1af7d4	42019	validated
3ed38797-8973-4b3d-b566-49ce19167f20	3ed38797-8973-4b3d-b566-49ce19167f20/nationwidechildrens.org_clinical.TCGA-EE-A2GJ.xml	6fd152a16a5feba8d8cd4e5df044dff2	59876	validated
3fc92df5-71ae-4c30-9a33-c43880dce994	3fc92df5-71ae-4c30-9a33-c43880dce994/nationwidechildrens.org_omf.TCGA-WE-A8K4.xml	9de19f388ff3fad3e8cbf390e6cfef2f	11091	validated
